pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,Pause_cont.started,Pause_cont.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,fade_in_text.started,fade_in_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Cali_pre,Resting_State,Fade_in_out,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_013.wav,,,,,,,,,,,,,,,,,,,,,2077.592589855194,None,2077.574107837677,2079.590959072113,2079.974288654327,None,2085.2118117332457,None,2104.1754998683928,2105.1962530612946,2105.59219789505,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_014.wav,,,,,,,,,,,,,,,,,,,,,2107.59291100502,None,2107.5757457733152,2109.596447944641,2109.9758367061613,2114.559362888336,2114.942740869522,None,2134.1769768714903,None,2135.5937099456787,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_015.wav,,,,,,,,,,,,,,,,,,,,,2137.59415602684,None,2137.577274751663,2139.5939440727234,2139.9774746417997,None,2143.9441267967222,None,2164.1785406589506,None,2165.595211982727,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_016.wav,,,,,,,,,,,,,,,,,,,,,2167.5958409309387,None,2167.5787267208098,2169.5954389572144,2169.978840780258,2175.0290439128876,2175.412379693985,2176.4291138648987,2194.180034828186,None,2195.6006848812103,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_017.wav,,,,,,,,,,,,,,,,,,,,,2197.5973439216614,None,2197.5801746368406,2199.596948862076,2199.984253835678,2202.9305238723755,2203.313818645477,2204.3345580101013,2224.1814896583555,None,2225.598228931427,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_018.wav,,,,,,,,,,,,,,,,,,,,,2227.598577976227,None,2227.5817217350004,2229.5984439849854,2229.981850814819,2234.198688030243,2234.582021665573,None,2254.1830186367033,2255.2037370204926,2255.599730014801,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_00_block_001_trial_019.wav,,,,,,,,,,,,,,,,,,,,,2257.620491027832,None,2257.5871257305143,2259.6205859184265,2260.0000037670134,None,2264.4668316364287,None,2284.1717836380003,None,2285.617914915085,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287.601045846939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_000.wav,2796.049166917801,None,2599.666876077652,None,2599.666876077652,None,2599.6500395774838,None,2779.7266039848328,2789.7638609409332,2791.5429520606995,None,3333.592850923538,3373.622323036194,3333.592850923538,3373.622323036194,3333.5738956451414,None,3374.0053510665894,None,3374.826117992401,None,3374.7925998687742,3376.8225939273834,3377.2098197460173,None,3380.8393828392027,None,3401.407019805908,None,3402.823746919632,None,2397.6777050495148,2403.7072348594666,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_001.wav,,,,,,,,,,,,,,,,,,,,,3404.8253030776978,None,3404.807266664505,3406.8239920139313,3407.2074286460875,None,3410.7113987922667,None,3431.4085087299345,None,3432.8292169570923,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_002.wav,,,,,,,,,,,,,,,,,,,,,3434.845916032791,None,3434.8131386756895,3436.846091032028,3437.2254988670347,3440.6756749153137,3441.0590137958525,None,3461.427037668228,3462.4433300495148,3462.843414068222,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_003.wav,,,,,,,,,,,,,,,,,,,,,3464.810700893402,None,3464.7935916900633,3466.8102979660034,3467.193713855743,None,3472.4272248268126,3473.444077014923,3491.394931745529,None,3492.811639070511,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_004.wav,,,,,,,,,,,,,,,,,,,,,3494.812278985977,None,3494.7950257778166,3496.811779975891,3497.195133638382,3501.0827288627625,3501.4620396614073,None,3521.3963276863096,None,3522.813103914261,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_005.wav,,,,,,,,,,,,,,,,,,,,,3524.813688993454,None,3524.7965287685392,3526.8133449554443,3527.1966156482695,3531.9508049488068,3532.363642644882,None,3551.397735786438,None,3552.8146250247955,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_006.wav,,,,,,,,,,,,,,,,,,,,,3554.8149168491364,None,3554.798091840744,3556.8147978782654,3557.1982826709745,None,3561.498364639282,3562.5150508880615,3581.399326753616,3582.416184902191,3582.8200330734253,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_007.wav,,,,,,,,,,,,,,,,,,,,,3584.8225450515747,None,3584.7994668006895,3586.8164069652557,3587.203722667694,None,3591.770537805557,None,3611.404811811447,None,3612.817692041397,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_008.wav,,,,,,,,,,,,,,,,,,,,,3614.8183200359344,None,3614.8010646820067,3616.817769050598,3617.2011496543882,None,3620.4012808322905,3621.418011903763,3641.402342748642,None,3642.819076061249,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_009.wav,,,,,,,,,,,,,,,,,,,,,3644.819957971573,None,3644.8025257110594,3646.8233258724213,3647.2026216506956,3650.319557905197,3650.702801656723,3651.7195608615875,3671.4038297653196,None,3672.8206028938293,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_010.wav,,,,,,,,,,,,,,,,,,,,,3674.8220529556274,None,3674.8040828227995,3676.8209290504456,3677.2041227340696,3681.8249700069427,3682.2084817409514,None,3701.405343723297,None,3702.8220720291138,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_011.wav,,,,,,,,,,,,,,,,,,,,,3704.8232679367065,None,3704.8054966449736,3706.8222670555115,3707.2056376457213,None,3711.9058627605436,None,3731.406844806671,None,3732.8235850334167,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_012.wav,,,,,,,,,,,,,,,,,,,,,3734.840199947357,None,3734.8109447479246,3736.844491004944,3737.2238108634947,3739.5739278793335,3739.9572808265684,None,3761.4250218391417,None,3762.8419330120087,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_013.wav,,,,,,,,,,,,,,,,,,,,,3764.842938899994,None,3764.8251657009123,3766.842005968094,3767.225308847427,3771.10889005661,3771.4921957969664,None,3791.4266616821287,None,3792.8433389663696,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_014.wav,,,,,,,,,,,,,,,,,,,,,3794.844614982605,None,3794.8267147064207,3796.8434739112854,3797.2268387794493,3800.510379076004,3800.8937017440794,None,3821.4282207012175,None,3822.848818063736,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_015.wav,,,,,,,,,,,,,,,,,,,,,3824.832109928131,None,3824.798926782608,3826.8283870220184,3827.2157678127287,3831.2325949668884,3831.6162077903746,None,3851.3837728023527,None,3852.8296320438385,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_016.wav,,,,,,,,,,,,,,,,,,,,,3854.830999851227,None,3854.8131386756895,3856.830044031143,3857.2132646560667,None,3860.646734666824,None,3881.4145838737486,3882.431205034256,3882.8312079906464,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_017.wav,,,,,,,,,,,,,,,,,,,,,3884.8324768543243,None,3884.814594697952,3886.8353369235992,3887.214721870422,3892.064945936203,3892.4484588623045,None,3911.4159738540648,None,3912.832813978195,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_018.wav,,,,,,,,,,,,,,,,,,,,,3914.833997964859,None,3914.816120815277,3916.8328828811646,3917.216207695007,None,3921.249758672714,None,3941.4174727916716,None,3942.8342130184174,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_000_trial_019.wav,,,,,,,,,,,,,,,,,,,,,3944.834492921829,None,3944.817634773254,3946.8344140052795,3947.2177447795866,3950.3346898555756,3950.7218408107756,None,3971.4189676761625,3972.439717054367,3972.8356828689575,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3974.852159023285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,3988.5758390426636,None,3988.5567366600035,3990.6033449172974,3990.9573356628416,None,3994.48681063652,3995.5074648857117,4015.158579778671,None,4016.5713748931885,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_001.wav,,,,,,,,,,,,,,,,,,,,,4018.6061248779297,None,4018.5880047798155,4020.6049280166626,4020.988233757019,4024.075690984726,4024.4884316444395,4025.505019903183,4045.189454746246,None,4046.6060729026794,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_002.wav,,,,,,,,,,,,,,,,,,,,,4048.5934958457947,None,4048.560148668289,4050.5941009521484,4050.9729897499083,4053.323098897934,4053.706476640701,4054.7232298851013,4075.174335670471,4076.190973997116,4076.591029882431,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_003.wav,,,,,,,,,,,,,,,,,,,,,4078.592771053314,None,4078.57438082695,4080.5911219120026,4080.974525642395,4084.3247480392456,4084.7080368518828,None,4105.175920677185,None,4106.592627048492,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_004.wav,,,,,,,,,,,,,,,,,,,,,4108.592725038528,None,4108.5758656978605,4110.592643976212,4110.976006698608,None,4114.776176643371,4115.792975902557,4135.1773857593535,4136.19397187233,4136.59804391861,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_005.wav,,,,,,,,,,,,,,,,,,,,,4138.614714860916,None,4138.581335735321,4140.610831022263,4140.998156738281,4145.744430065155,4146.094441843033,4147.1111578941345,4165.1993288517,None,4166.612138032913,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_006.wav,,,,,,,,,,,,,,,,,,,,,4168.580654859543,None,4168.562270832062,4170.579002857208,4170.9624337673185,4175.812638998032,4176.199877691269,None,4195.163720798492,4196.180341959,4196.580291032791,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_007.wav,,,,,,,,,,,,,,,,,,,,,4198.581609010696,None,4198.563723754883,4200.580832958221,4200.963871669769,None,4204.668071699142,None,4225.165007781982,None,4226.581923007965,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_008.wav,,,,,,,,,,,,,,,,,,,,,4228.583811044693,None,4228.565261793136,4230.581997871399,4230.965390872955,4235.348906040192,4235.7361816883085,None,4255.170548868179,None,4256.583342075348,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_009.wav,,,,,,,,,,,,,,,,,,,,,4258.585170984268,None,4258.566775751114,4260.583529949188,4260.966891717911,None,4264.4337038517,None,4285.168087673187,None,4286.58483505249,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_010.wav,,,,,,,,,,,,,,,,,,,,,4288.605430841446,None,4288.572316837311,4290.605654001236,4290.985101652145,None,4294.151878786087,4295.173011064529,4315.186417770386,None,4316.603005886078,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_011.wav,,,,,,,,,,,,,,,,,,,,,4318.603286981583,None,4318.58646364212,4320.603194952011,4320.986536693573,4322.903341054916,4323.286689710617,None,4345.187773656845,4346.204493045807,4346.6045298576355,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_012.wav,,,,,,,,,,,,,,,,,,,,,4348.606335878372,None,4348.587933731079,4350.604699850082,4350.988059711456,None,4354.625525665283,None,4375.1893367290495,None,4376.6099588871,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_013.wav,,,,,,,,,,,,,,,,,,,,,4378.607857942581,None,4378.589445781708,4380.606330871582,4380.993583869934,4384.173054933548,4384.55640668869,None,4405.194756698608,None,4406.607518911362,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_014.wav,,,,,,,,,,,,,,,,,,,,,4408.575574874878,None,4408.557669830322,4410.574583053589,4410.957765769958,None,4416.095370721817,None,4435.1589407444,None,4436.575680971146,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_015.wav,,,,,,,,,,,,,,,,,,,,,4438.577731847763,None,4438.559246730804,4440.580262899399,4440.959465694427,4442.713259935379,4443.092698764801,None,4465.160465669632,4466.177249908447,4466.577389955521,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_016.wav,,,,,,,,,,,,,,,,,,,,,4468.578239917755,None,4468.560614776611,4470.577389955521,4470.9607457637785,4475.877717971802,4476.261105728149,4477.277745962143,4495.162136745453,None,4496.578794002533,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_017.wav,,,,,,,,,,,,,,,,,,,,,4498.57897901535,None,4498.5621168136595,4500.578976869583,4500.962271642685,None,4506.199844789505,None,4525.163454723358,None,4526.580184936523,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_018.wav,,,,,,,,,,,,,,,,,,,,,4528.581630945206,None,4528.563787651062,4530.580385923386,4530.963752698898,4533.480541944504,4533.89721865654,None,4555.165147733688,None,4556.585748910904,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_QA_run_01_block_001_trial_019.wav,,,,,,,,,,,,,,,,,,,,,4558.582659959793,None,4558.5651638031,4560.581924915314,4560.969529819488,4562.982027053833,4563.369335842132,None,4585.166498851776,None,4586.58323597908,None,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588.599853038788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mär_13_1628,nibs_stage_1,3.2.3,59.944833027008954,
